rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
12658,139622015,18_25,state,female,21.004912,105.78016,20.975597,105.835164,0101000020E61000006E693524EE715A40A35BAFE941013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.57519814,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12659,139622161,36_55,student,female,21.004761,105.77984,20.975597,105.835164,0101000020E6100000350708E6E8715A40D74B530438013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.595801213,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12660,139622263,36_55,state,female,21.004541,105.779489,20.975597,105.835164,0101000020E6100000DFA5D425E3715A40BB7D569929013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.615624822,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12661,139622364,26_35,state,female,21.004664,105.780313,20.975597,105.835164,0101000020E610000032E9EFA5F0715A40F277EFA831013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.547756292,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
14604,141037543,18_25,fdi,male,21.010175,105.797596,21.022877,105.795398,0101000020E6100000E8DA17D00B735A409F3C2CD49A023540,0101000020E6100000725303CDE7725A40A2D45E44DB053540,visit,car,1_3,1.43070816,20.0,convinient,1,2,0,0,11_15,6_10,,1_5,,,,neutral,good,neutral,good,private_new,permanent,owner,parking,jam,jam,slow,150.0,yes,no,car bus taxi,1,0,0,1,0,1,0,verygood,good,neutral,good,verygood,good,agree
12662,139622430,36_55,student,female,21.004559,105.78023,20.975597,105.835164,0101000020E6100000EB56CF49EF715A4008E753C72A013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.549504427,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12663,139623258,26_35,student,female,21.004203,105.779691,20.975597,105.835164,0101000020E6100000137F1475E6715A408B8BA37213013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.579063259,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12664,139623288,26_35,state,female,21.004043,105.779513,20.975597,105.835164,0101000020E6100000A3737E8AE3715A4019C748F608013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.586685868,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12665,139623339,36_55,student,female,21.003855,105.779314,20.975597,105.835164,0101000020E610000028D4D347E0715A4014ED2AA4FC003540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.594832236,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12666,139623405,36_55,student,female,21.004662,105.780745,20.975597,105.835164,0101000020E6100000FE60E0B9F7715A40B188618731013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.508679649,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,donotcare,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12667,139623432,36_55,student,female,21.004421,105.780494,20.975597,105.835164,0101000020E61000005A2E1B9DF3715A40666A12BC21013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.51809609,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12668,139623478,36_55,fdi,female,21.004141,105.780191,20.975597,105.835164,0101000020E61000008C683BA6EE715A409F9273620F013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.530320756,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12669,139623544,36_55,fdi,female,21.003999,105.779992,20.975597,105.835164,0101000020E610000010C99063EB715A407A37161406013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.540747444,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12670,139623639,56_75,student,female,21.003886,105.779848,20.975597,105.835164,0101000020E610000077F69507E9715A408AE942ACFE003540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.547799198,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12671,139623673,36_55,student,female,21.003666,105.779408,20.975597,105.835164,0101000020E6100000698F17D2E1715A406D1B4641F0003540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.576256955,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12672,139623725,36_55,state,female,21.004451,105.780941,20.975597,105.835164,0101000020E6100000C1C6F5EFFA715A403B6F63B323013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.479378844,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral
15343,135896369,18_25,state,male,21.019497,105.849277,21.006636,105.817502,0101000020E6100000AE0FEB8D5A765A40C05E61C1FD043540,0101000020E6100000899AE8F351745A40ECF99AE5B2013540,work,moto,4_7,3.594947827,35.0,convinient,1,2,0,1,11_15,6_10,,,,,,,,,,private_house,permanent,owner,parking,jam,jam,slow,300.0,yes,no,car,1,0,0,0,0,0,0,verygood,good,neutral,neutral,good,neutral,agree
12673,139623793,36_55,student,female,21.004316,105.780756,20.975597,105.835164,0101000020E6100000F88903E8F7715A407BD976DA1A013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.48867312,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,disagree
12674,139623848,36_55,state,female,21.004179,105.780578,20.975597,105.835164,0101000020E6100000897E6DFDF4715A407A54FCDF11013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.497302986,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral
12675,139623911,36_55,student,female,21.003972,105.780261,20.975597,105.835164,0101000020E61000000856D5CBEF715A4087191A4F04013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.514851743,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,neutral
12676,139623990,26_35,fdi,female,21.003812,105.780085,20.975597,105.835164,0101000020E610000069C6A2E9EC715A401555BFD2F9003540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.522269737,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12677,139624071,26_35,state,female,21.003617,105.779747,20.975597,105.835164,0101000020E6100000DD09F65FE7715A40AAB5300BED003540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.542705108,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12678,139624187,36_55,fdi,female,21.005062,105.780825,20.975597,105.835164,0101000020E61000008CB96B09F9715A40CD7344BE4B013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.52368956,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12679,139624293,36_55,student,female,21.005294,105.78071,20.975597,105.835164,0101000020E6100000406A1327F7715A4072DD94F25A013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.546986114,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12680,139624367,36_55,state,female,21.005542,105.780739,20.975597,105.835164,0101000020E61000008DEDB5A0F7715A4022C154336B013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.55834027,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12681,139624422,36_55,state,female,21.004888,105.781095,20.975597,105.835164,0101000020E61000006C04E275FD715A409224085740013540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.489736985,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12682,139637417,36_55,student,female,21.01923,105.786888,20.975597,105.835164,0101000020E61000005A677C5F5C725A40221ADD41EC043540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.975373671,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12683,139637524,18_25,state,female,21.019361,105.787029,20.975597,105.835164,0101000020E61000003B00E2AE5E725A405FD1ADD7F4043540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.975018005,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bike lighttrain,1,1,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12684,139637840,26_35,fdi,female,21.019046,105.787014,20.975597,105.835164,0101000020E6100000A0DFF76F5E725A409F1EDB32E0043540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.951749345,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,ebike bus taxi,0,1,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12685,139638179,36_55,state,female,21.019284,105.787197,20.975597,105.835164,0101000020E610000099A0866F61725A400856D5CBEF043540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.956553606,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus taxi,1,0,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12686,139638617,18_25,state,female,21.019537,105.787266,20.975597,105.835164,0101000020E61000002DD0EE9062725A40DC0F786000053540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.97111355,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12687,139638666,26_35,fdi,female,21.019447,105.787395,20.975597,105.835164,0101000020E61000002C82FFAD64725A405C01857AFA043540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.954548894,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,bike taxi,0,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12688,139638727,18_25,fdi,female,21.019691,105.787519,20.975597,105.835164,0101000020E6100000A27E17B666725A408A0629780A053540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.964447211,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12689,139638756,26_35,state,female,21.019743,105.787939,20.975597,105.835164,0101000020E61000008C0FB3976D725A402E5393E00D053540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.937639772,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12690,139638772,18_25,state,female,21.020131,105.788126,20.975597,105.835164,0101000020E610000026C808A870725A40C2A2224E27053540,0101000020E6100000FBB2B45373755A40621399B9C0F93440,work,moto,1_3,6.954584837,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus,1,1,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree
12691,139640812,36_55,student,female,21.018946,105.787126,20.973885,105.833024,0101000020E610000034F5BA4560725A40D86322A5D9043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.914385717,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike lighttrain walk,1,1,0,0,1,0,1,good,neutral,good,verygood,good,neutral,agree
12692,139640832,36_55,state,female,21.018578,105.78711,20.973885,105.833024,0101000020E6100000B1169F0260725A40D36C1E87C1043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.885944318,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike walk,1,1,0,0,0,0,1,good,neutral,good,verygood,good,neutral,agree
12693,139641070,26_35,state,female,21.018573,105.787139,20.973885,105.833024,0101000020E6100000FE99417C60725A40AF963B33C1043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.883459456,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus taxi,1,0,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12694,139645648,36_55,student,female,21.018418,105.787272,20.973885,105.833024,0101000020E61000009E4319AA62725A4061A8C30AB7043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.861464935,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12695,139645694,26_35,state,female,21.018552,105.78746,20.973885,105.833024,0101000020E61000001FBAA0BE65725A408046E9D2BF043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.858750376,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,ebike lighttrain,0,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12696,139645854,26_35,state,female,21.018929,105.787425,20.973885,105.833024,0101000020E610000061C3D32B65725A402CF2EB87D8043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.891658837,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car taxi,1,0,0,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12697,139650391,26_35,student,female,21.019209,105.78742,20.973885,105.833024,0101000020E6100000D80DDB1665725A40F3C98AE1EA043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.914672051,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus taxi,1,0,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12698,139650455,18_25,student,female,21.01819,105.787418,20.973885,105.833024,0101000020E61000000892770E65725A403F1D8F19A8043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.832682366,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12699,139650526,26_35,state,female,21.018401,105.787812,20.973885,105.833024,0101000020E61000005ED905836B725A40B5368DEDB5043540,0101000020E61000001E32E54350755A40A110018750F93440,work,moto,1_3,6.821408551,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,high_rise,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain taxi,1,0,1,0,1,1,0,good,neutral,good,verygood,good,neutral,agree
12700,139661522,36_55,student,female,20.977265,105.835605,20.981953,105.813783,0101000020E6100000F1D7648D7A755A408386FE092EFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.32483724,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12701,139661576,18_25,state,female,20.977267,105.835821,20.981953,105.813783,0101000020E6100000D7135D177E755A40C5758C2B2EFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.346648137,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bike taxi,1,1,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12702,139661612,18_25,state,female,20.977242,105.836099,20.981953,105.813783,0101000020E6100000F94D61A582755A4013471E882CFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.375410942,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12703,139661675,26_35,student,female,20.977036,105.835607,20.981953,105.813783,0101000020E6100000C153C8957A755A40C00303081FFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.330882442,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12704,139661733,36_55,fdi,female,20.977044,105.835801,20.981953,105.813783,0101000020E6100000B43D7AC37D755A40C6C03A8E1FFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.350260235,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12705,139661810,26_35,state,female,20.976825,105.835611,20.981953,105.813783,0101000020E6100000624B8FA67A755A404BEA043411FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.336901486,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12706,139661894,18_25,state,female,20.976831,105.83581,20.981953,105.813783,0101000020E6100000DDEA39E97D755A400FB8AE9811FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.356781988,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12707,139661980,18_25,student,female,20.976691,105.835642,20.981953,105.813783,0101000020E6100000804A95287B755A402B4CDF6B08FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.343699229,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12708,139662038,18_25,state,female,20.976741,105.835832,20.981953,105.813783,0101000020E6100000D13C80457E755A408FA9BBB20BFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.361435277,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car lighttrain,1,0,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12709,139662101,26_35,state,female,20.976991,105.832794,20.981953,105.813783,0101000020E61000008693347F4C755A40817C09151CFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.049462118,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus,1,0,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree
12710,139662121,26_35,state,female,20.976783,105.836095,20.981953,105.813783,0101000020E610000058569A9482755A40ED4960730EFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.386785788,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus,1,0,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree
12711,139662153,26_35,student,female,20.976485,105.83561,20.981953,105.813783,0101000020E61000007A8D5DA27A755A40D908C4EBFAF93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.346314977,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12712,139662171,36_55,student,female,20.976505,105.835857,20.981953,105.813783,0101000020E61000007EC85BAE7E755A4067614F3BFCF93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.37052338,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
