rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
21445,132417862,36_55,private,male,21.070284,105.801382,21.081735,105.792582,0101000020E61000009966BAD749735A409C6ED921FE113540,0101000020E61000007D59DAA9B9725A4045F0BF95EC143540,work,car,4_7,1.566829828,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21446,132418042,26_35,private,female,21.024865,105.852081,21.036559,105.843978,0101000020E6100000C022BF7E88765A40A6D0798D5D063540,0101000020E6100000C9224DBC03765A40DD5F3DEE5B093540,shopping,car,1_3,1.548578146,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21447,132418335,18_25,student,male,20.974984,105.836615,20.970975,105.812623,0101000020E6100000F415A4198B755A408E1F2A8D98F93440,0101000020E61000008E3EE60302745A40CD3B4ED191F83440,education,moto,4_7,2.530622437,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
22434,129102751,26_35,private,male,20.976136,105.787218,20.970145,105.770024,0101000020E6100000A4349BC761725A40C172840CE4F93440,0101000020E6100000A648BE1248715A40BF60376C5BF83440,work,moto,4_7,1.905466481,35.0,convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,500.0,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,bad,bad,neutral,neutral,neutral
21448,132418534,18_25,student,female,21.045535,105.874265,21.045529,105.874261,0101000020E610000065C22FF5F3775A40C8D2872EA80B3540,0101000020E6100000C5CA68E4F3775A400305DEC9A70B3540,education,moto,1_3,0.000786,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21449,132418905,26_35,private,male,21.059351,105.782192,21.06047,105.782772,0101000020E610000057CC086F0F725A4022FC8BA0310F3540,0101000020E61000005E0EBBEF18725A409D6340F67A0F3540,education,moto,4_7,0.13821879,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21450,132419105,36_55,private,female,21.013809,105.797939,21.013446,105.801968,0101000020E6100000FD4CBD6E11735A40F56393FC88033540,0101000020E6100000111C977153735A401343723271033540,education,moto,4_7,0.420153912,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21451,132419400,26_35,private,female,21.04289,105.885738,21.04421,105.886382,0101000020E6100000C4B46FEEAF785A405053CBD6FA0A3540,0101000020E6100000D670917BBA785A40FA27B858510B3540,work,car,4_7,0.16127742,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21452,132419562,36_55,private,male,21.026388,105.892394,21.046052,105.912349,0101000020E61000006249B9FB1C795A40C1012D5DC1063540,0101000020E610000074620FED637A5A4057EA5910CA0B3540,visit,car,1_3,3.011655699,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21453,132419944,26_35,private,female,21.045522,105.87426,21.045522,105.87426,0101000020E6100000DD0C37E0F3775A409E3F6D54A70B3540,0101000020E6100000DD0C37E0F3775A409E3F6D54A70B3540,education,car,4_7,0.0,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,slow,slow,slow,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21454,132420141,26_35,fdi,female,21.057349,105.82181,21.075408,105.792156,0101000020E6100000A661F88898745A4053758F6CAE0E3540,0101000020E6100000225514AFB2725A4055DB4DF04D133540,education,car,4_7,3.674271435,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21455,132420662,36_55,private,male,20.98965,105.840561,20.9975,105.871884,0101000020E6100000C1525DC0CB755A40857CD0B359FD3440,0101000020E6100000F6798CF2CC775A408FC2F5285CFF3440,visit,car,1_3,3.366884533,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21456,132420855,36_55,fdi,female,21.02819,105.770392,21.073125,105.799151,0101000020E610000067463F1A4E715A400113B87537073540,0101000020E610000034643C4A25735A401F85EB51B8123540,shopping,car,1_3,5.820003609,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21457,132422215,26_35,fdi,male,21.054586,105.929866,21.059509,105.920705,0101000020E610000064EAAEEC827B5A40C8D11C59F90D3540,0101000020E6100000E010AAD4EC7A5A4052D158FB3B0F3540,visit,car,1_3,1.096981962,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21458,132422849,36_55,private,male,21.071606,105.800863,21.071603,105.800158,0101000020E6100000E564E25641735A40873254C554123540,0101000020E61000007F68E6C935735A40A54BFF9254123540,visit,car,1_3,0.073151341,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21459,132424055,18_25,student,female,21.065999,105.778612,21.066277,105.779884,0101000020E61000007B116DC7D4715A4097917A4FE5103540,0101000020E61000001DAB949EE9715A401C7A8B87F7103540,education,moto,4_7,0.135558773,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21460,132424247,36_55,private,female,20.983239,105.890599,20.997901,105.849447,0101000020E61000006BB6F292FF785A40D926158DB5FB3440,0101000020E6100000DC2BF3565D765A404CA59F7076FF3440,work,car,4_7,4.572752131,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21461,132424482,36_55,private,male,21.020379,105.842189,21.021979,105.850906,0101000020E61000004303B16CE6755A407286E28E37053540,0101000020E6100000177E703E75765A40E4326E6AA0053540,work,car,4_7,0.922105628,25.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21462,132424665,36_55,private,male,21.019537,105.848851,21.036639,105.850323,0101000020E6100000520B259353765A40DC0F786000053540,0101000020E6100000580229B16B765A4016C26A2C61093540,visit,car,1_3,1.907785864,25.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,900.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21463,132425759,26_35,state,male,21.031635,105.84384,21.038762,105.846036,0101000020E6100000A0C37C7901765A40B2683A3B19083540,0101000020E610000046CF2D7425765A40DA53724EEC093540,shopping,car,1_3,0.824609181,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,700.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21464,132426055,36_55,state,male,21.036041,105.813859,21.048175,105.791295,0101000020E610000089230F4416745A40AD50A4FB39093540,0101000020E6100000419FC893A4725A401C7C6132550C3540,visit,car,1_3,2.702591409,20.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21465,132427556,26_35,private,male,21.036442,105.845564,21.034116,105.845254,0101000020E610000032AB77B81D765A406A334E4354093540,0101000020E61000000BB43BA418765A40354580D3BB083540,visit,car,1_3,0.260633217,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree
21466,132427641,26_35,private,female,21.043531,105.83412,21.059935,105.806376,0101000020E6100000213CDA3862755A40B85CFDD8240B3540,0101000020E6100000E01115AA9B735A40C1E270E6570F3540,visit,car,1_3,3.408271747,20.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21467,132427898,36_55,fdi,female,21.041368,105.789148,21.041286,105.789234,0101000020E61000000BED9C6681725A40D619DF17970A3540,0101000020E61000000AB952CF82725A405CC823B8910A3540,visit,car,1_3,0.01275916,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21468,132428001,36_55,private,female,21.038244,105.845307,21.0372,105.845148,0101000020E61000001D05888219765A40AA44D95BCA093540,0101000020E6100000E811A3E716765A4044696FF085093540,shopping,car,1_3,0.117254645,15.0,convinient,1,1,0,1,,,,,,,,,,,,high_rise,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21469,132428964,36_55,private,male,21.033878,105.837805,21.036159,105.846566,0101000020E610000038DBDC989E755A40CC0D863AAC083540,0101000020E6100000F4F928232E765A40C1745AB741093540,visit,moto,1_3,0.943974997,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21470,132429113,36_55,private,female,21.015211,105.83794,20.97967,105.856728,0101000020E6100000A80018CFA0755A401A8A3BDEE4033540,0101000020E61000005264ADA1D4765A4050DF32A7CBFA3440,education,moto,4_7,4.407071131,5.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,550.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21471,132429440,36_55,private,male,20.993096,105.895057,20.991811,105.895272,0101000020E610000093C3279D48795A40D6C9198A3BFE3440,0101000020E61000009241EE224C795A4024D06053E7FD3440,education,moto,4_7,0.144618517,7.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21472,132429605,36_55,private,female,21.045522,105.874253,21.045522,105.874253,0101000020E610000083DBDAC2F3775A409E3F6D54A70B3540,0101000020E610000083DBDAC2F3775A409E3F6D54A70B3540,education,moto,4_7,0.0,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21473,132430357,36_55,fdi,male,20.991533,105.894284,20.992973,105.897756,0101000020E61000008255F5F23B795A409FE74F1BD5FD3440,0101000020E61000006BF294D574795A409ECF807A33FE3440,visit,moto,1_3,0.39441057,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21474,132430552,36_55,private,female,21.064598,105.792888,21.080854,105.816397,0101000020E610000004594FADBE725A401363997E89103540,0101000020E61000005CE333D93F745A4033C005D9B2143540,visit,moto,1_3,3.036017408,8.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21475,132431013,36_55,fdi,male,21.021861,105.90475,21.039764,105.91251,0101000020E610000096438B6CE7795A40D00EB8AE98053540,0101000020E610000078D15790667A5A40E38E37F92D0A3540,visit,moto,1_3,2.147475742,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21476,132432384,36_55,state,female,21.046335,105.933127,21.024983,105.915187,0101000020E6100000EF004F5AB87B5A4000A94D9CDC0B3540,0101000020E61000005CAE7E6C927A5A40BAF42F4965063540,visit,moto,1_3,3.017228983,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21477,132434522,26_35,fdi,male,20.996221,105.890341,20.992292,105.887636,0101000020E61000006E52D158FB785A40A296E65608FF3440,0101000020E610000025B03907CF785A401A1538D906FE3440,visit,moto,1_3,0.51935194,5.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21478,132434913,26_35,state,female,21.029272,105.806871,21.059709,105.835375,0101000020E6100000D04543C6A3735A4042B0AA5E7E073540,0101000020E61000005839B4C876755A40E146CA16490F3540,visit,car,1_3,4.494981134,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21479,132435759,26_35,state,male,21.045509,105.874248,21.045509,105.874248,0101000020E6100000FA25E2ADF3775A4075AC527AA60B3540,0101000020E6100000FA25E2ADF3775A4075AC527AA60B3540,work,moto,4_7,0.0,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21480,132436071,26_35,private,female,21.02779,105.884132,21.033387,105.841599,0101000020E61000003656629E95785A40E527D53E1D073540,0101000020E61000002A560DC2DC755A408F1CE90C8C083540,visit,car,1_3,4.458082094,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,900.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21481,132436347,26_35,private,male,21.045509,105.874248,21.045509,105.874248,0101000020E6100000FA25E2ADF3775A4075AC527AA60B3540,0101000020E6100000FA25E2ADF3775A4075AC527AA60B3540,work,moto,4_7,0.0,7.0,convinient,1,2,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21482,132436767,18_25,student,female,21.06636,105.88468,21.066958,105.885352,0101000020E610000038DBDC989E785A4037C30DF8FC103540,0101000020E6100000AF5C6F9BA9785A40A034D42824113540,education,moto,4_7,0.096351704,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21483,132436848,18_25,student,female,21.054065,105.899716,21.054383,105.90067,0101000020E610000007EC6AF294795A40B6DB2E34D70D3540,0101000020E6100000419FC893A4795A405875560BEC0D3540,education,moto,4_7,0.105123725,35.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21484,132437047,18_25,student,male,21.045531,105.87426,21.045531,105.87426,0101000020E6100000DD0C37E0F3775A4045F46BEBA70B3540,0101000020E6100000DD0C37E0F3775A4045F46BEBA70B3540,education,moto,4_7,0.0,30.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21485,132437170,less_18,student,female,21.069163,105.892059,21.068079,105.891295,0101000020E61000008FC6A17E17795A40DF1797AAB4113540,0101000020E6100000A7052FFA0A795A405D8B16A06D113540,education,moto,4_7,0.144267703,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,unsafe,unsafe,unsafe,900.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21486,132437514,less_18,student,male,21.025546,105.859061,21.024663,105.859655,0101000020E61000003811FDDAFA765A402A8BC22E8A063540,0101000020E6100000F2B5679604775A40D76B7A5050063540,education,bike,4_7,0.115936965,5.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,unsafe,unsafe,unsafe,1500.0,donotcare,no,car bike,1,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21487,132437633,36_55,state,male,21.003993,105.863551,21.024215,105.88718,0101000020E610000066DB696B44775A40B6696CAF05013540,0101000020E6100000946A9F8EC7785A40991249F432063540,work,moto,4_7,3.327432348,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,1500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21488,132438004,36_55,state,female,21.046305,105.840113,21.047155,105.840461,0101000020E610000072FC5069C4755A402BA4FCA4DA0B3540,0101000020E61000001024EF1CCA755A40C7D79E59120C3540,work,moto,4_7,0.101180501,5.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,1600.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21489,132438776,56_75,private,male,21.040888,105.826146,21.034597,105.832401,0101000020E610000028EE7893DF745A4081CCCEA2770A3540,0101000020E6100000180AD80E46755A402B8A5759DB083540,work,moto,4_7,0.954334606,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21490,132439335,18_25,private,male,21.04241,105.852317,21.056706,105.842748,0101000020E6100000CA349A5C8C765A40FB05BB61DB0A3540,0101000020E61000003EB14E95EF755A40AA7CCF48840E3540,work,moto,4_7,1.8743179,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,unsafe,unsafe,unsafe,900.0,donotcare,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21491,132439625,36_55,state,female,20.987727,105.850736,20.987484,105.852967,0101000020E6100000E961687572765A404E603AADDBFC3440,0101000020E61000004E64E60297765A40C1525DC0CBFC3440,work,car,4_7,0.23318914,15.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21492,132584368,36_55,private,female,21.055747,105.903274,21.054903,105.902815,0101000020E6100000EF54C03DCF795A40A1D9756F450E3540,0101000020E6100000A6D590B8C7795A40C9737D1F0E0E3540,work,moto,4_7,0.105243886,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,600.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21493,132585174,36_55,private,male,21.00828,105.792574,21.016443,105.85453,0101000020E61000003C6A4C88B9725A40FC3559A31E023540,0101000020E6100000DBDC989EB0765A40853FC39B35043540,visit,moto,1_3,6.494832453,5.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,cost,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21494,132585224,36_55,private,male,21.061554,105.902288,21.06051,105.902717,0101000020E6100000B0E42A16BF795A4020F0C000C20F3540,0101000020E6100000C422861DC6795A40BA1457957D0F3540,work,moto,4_7,0.124330331,10.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,cost,unsafe,unsafe,unsafe,900.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21495,132585277,26_35,private,male,21.034639,105.854474,21.047013,105.877206,0101000020E61000001152B7B3AF765A40882AFC19DE083540,0101000020E6100000B876A22424785A40A27C410B090C3540,work,moto,4_7,2.731077008,12.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,cost,unsafe,unsafe,unsafe,800.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
21496,132585313,36_55,private,male,21.041248,105.903738,21.041606,105.904561,0101000020E6100000C289E8D7D6795A4081069B3A8F0A3540,0101000020E61000002C0FD253E4795A404051D9B0A60A3540,work,moto,4_7,0.09423267,20.0,convinient,1,1,0,1,,,,,,,,,,,,private_house,permanent,owner,parking,unsafe,unsafe,unsafe,500.0,donotcare,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
