rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
24959,132111412,18_25,student,female,21.013278,105.855983,21.009235,105.839955,work,moto,4_7,1.723402896,30,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,600,no,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24960,132111644,26_35,private,female,21.01429,105.856262,21.002336,105.857557,work,moto,1_3,1.336006257,24,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,parking,parking,40,no,ebike,taxi walk,0,0,0,0,0,1,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24961,132111991,18_25,student,female,21.013658,105.85782,21.013082,105.851984,work,walk,4_7,0.609154844,20,timesaving,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,parking,parking,600,yes,car,bus taxi walk,0,0,0,1,0,1,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24962,132112327,18_25,student,female,21.005636,105.778391,21.041081,105.775088,education,taxi,4_7,3.956192526,25,other,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,500,no,car,ebike bike lighttrain,0,1,1,0,1,0,0,good,good,neutral,neutral,good,good,strongagree,1
24963,132112510,18_25,student,female,21.038525,105.787217,21.041273,105.776274,shopping,moto,4_7,1.176073133,15,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,parent_house,parking,parking,parking,parking,250,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24964,132112771,18_25,student,female,20.98636,105.856718,20.986228,105.862046,work,moto,4_7,0.553342864,15,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,250,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24965,132113034,18_25,private,female,21.016613,105.856474,21.009347,105.851802,work,moto,1_3,0.942313806,20,other,1,1,2,2,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,600,no,car,bike lighttrain taxi,0,0,1,0,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24966,132113220,18_25,student,female,21.039446,105.778228,21.032348,105.786857,work,taxi,1_3,1.193716238,30,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,parking,parking,50,no,car,taxi walk,0,0,0,0,0,1,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24967,132113489,26_35,private,female,21.040167,105.775112,21.041847,105.77537,work,moto,4_7,0.188716906,5,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,parking,cost,250,no,moto,ebike bus taxi,0,1,0,1,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
24968,132114099,18_25,student,female,21.012767,105.851189,21.015252,105.855545,work,moto,4_7,0.52990009,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,500,no,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24969,132114216,18_25,student,female,21.012897,105.852131,21.020776,105.849685,education,bus,4_7,0.912152391,20,other,1,1,1,1,,,,,,,,,,,,private_new,long_stay,morgate,parking,parking,parking,parking,250,yes,car,ebike bus lighttrain taxi,0,1,0,1,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24970,132114337,18_25,student,male,21.006101,105.777533,21.007055,105.778692,work,ebike,4_7,0.160397901,35,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,parking,parking,500,no,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24971,132114455,26_35,private,female,21.017855,105.851648,21.015885,105.856373,work,ebike,4_7,0.537141387,25,other,2,1,1,1,,,,,,,,,,,,private_new,long_stay,rent,cost,parking,parking,parking,400,donotcare,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
24972,132114649,18_25,student,female,20.971498,105.827057,20.966714,105.817625,work,moto,4_7,1.114483947,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,25,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24973,132114809,18_25,student,female,21.010275,105.853107,21.009667,105.852248,work,moto,4_7,0.111898674,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,bike lighttrain walk,0,0,1,0,1,0,1,good,good,good,good,good,good,strongagree,1
24974,132114914,18_25,student,female,21.016893,105.851349,21.010877,105.859465,work,car,4_7,1.075731848,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,parking,parking,600,yes,car,bike lighttrain walk,0,0,1,0,1,0,1,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24975,132115062,18_25,student,female,21.018256,105.851949,21.011959,105.857919,work,car,4_7,0.935028122,35,convinient,0,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,car,ebike bus taxi,0,1,0,1,0,1,0,neutral,good,good,good,bad,neutral,agree,1
24976,132115194,18_25,student,female,21.039716,105.774276,21.008105,105.777661,visit,ebike,4_7,3.532503672,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,250,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
24977,132115271,18_25,student,female,21.019177,105.851992,21.014843,105.85444,work,moto,4_7,0.544804261,25,other,0,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,600,no,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24978,132115342,18_25,student,female,21.002312,105.773879,21.038639,105.774306,work,moto,4_7,4.039627579,35,other,0,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24979,132115457,26_35,private,male,21.012066,105.85215,21.011814,105.860483,work,moto,4_7,0.865429687,25,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,250,no,car,bike bus lighttrain taxi,0,0,1,1,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24980,132117984,18_25,student,female,21.045544,105.77687,21.031179,105.77535,work,moto,4_7,1.605088364,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,car,bike lighttrain taxi,0,0,1,0,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
24981,132118225,18_25,student,female,21.04265,105.775913,21.032637,105.775638,shopping,ebike,1_3,1.113762286,25,timesaving,0,0,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,parking,parking,parking,200,no,car,ebike bus,0,1,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24982,132118424,18_25,student,female,21.009562,105.775369,21.035874,105.777837,leisure,bus,4_7,2.936958164,25,timesaving,0,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,no,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24983,132118542,18_25,student,female,21.036683,105.786279,21.041042,105.775206,work,moto,4_7,1.247219706,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,500,no,moto,bus lighttrain taxi,0,0,0,1,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
24984,132118735,18_25,student,female,21.036041,105.787178,21.041942,105.774539,work,moto,4_7,1.466670328,15,other,0,1,1,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24985,132118890,26_35,private,female,21.007938,105.852977,21.010019,105.862288,work,moto,4_7,0.993826682,35,timesaving,0,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,slow,unsafe,500,yes,car,car ebike,1,1,0,0,0,0,0,good,good,neutral,neutral,neutral,neutral,agree,1
24986,132118966,18_25,student,female,21.020675,105.857414,21.005605,105.821052,work,moto,4_7,4.129652914,40,convinient,0,1,2,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,500,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24987,132119051,18_25,student,female,21.037862,105.788304,21.077755,105.765787,work,moto,4_7,5.013665265,35,convinient,1,3,1,0,,,,,,,,,,,,private_new,permanent,parent_house,cost,cost,cost,cost,350,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24988,132119158,18_25,student,female,21.04436,105.778047,21.034475,105.777705,work,moto,4_7,1.099736492,23,other,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,no,car,ebike bus taxi,0,1,0,1,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24989,132119278,18_25,student,female,21.039884,105.773869,21.036439,105.776913,work,ebike,4_7,0.496530971,13,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24990,132130430,18_25,student,female,21.041999,105.774073,21.044631,105.776311,work,moto,4_7,0.37362686,10,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,no,car,bike bus,0,0,1,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24991,132130549,18_25,student,female,21.034679,105.82365,21.03154,105.826227,work,moto,4_7,0.439731316,20,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,800,yes,car,ebike bike bus taxi,0,1,1,1,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24992,132130657,18_25,student,female,21.016969,105.853834,21.012087,105.791054,work,moto,4_7,6.539102156,40,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,600,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24993,132130805,18_25,student,female,21.043187,105.774594,21.030378,105.781136,work,moto,4_7,1.577848039,20,convinient,0,1,0,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24994,132130926,18_25,student,female,21.011465,105.825902,21.009709,105.826576,work,moto,4_7,0.207414313,14,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,ebike bus lighttrain,0,1,0,1,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24995,132131041,18_25,student,female,21.037763,105.781945,21.03708,105.802688,work,moto,4_7,2.154120792,25,other,1,1,1,1,,,,,,,,,,,,private_house,short_stay,rent,cost,cost,cost,cost,350,no,car,bike lighttrain,0,0,1,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
24996,132131225,18_25,student,female,21.037483,105.787523,21.009569,105.775037,work,moto,4_7,3.363586286,25,timesaving,0,1,2,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,car,lighttrain walk,0,0,0,0,1,0,1,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
24997,132131547,18_25,student,female,21.041453,105.765083,21.043514,105.771267,work,moto,4_7,0.68146613,50,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,donotcare,car,taxi walk,0,0,0,0,0,1,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
24998,132131791,18_25,student,female,21.010684,105.853816,21.005122,105.860734,work,ebike,4_7,0.947730464,25,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,bike lighttrain,0,0,1,0,1,0,0,verybad,neutral,neutral,neutral,neutral,neutral,neutral,1
24999,132132079,18_25,student,female,21.009739,105.851292,21.014007,105.864712,work,moto,4_7,1.471636393,27,other,3,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25000,132133178,18_25,student,female,21.032612,105.763338,21.034127,105.784663,work,moto,4_7,2.219645699,27,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,yes,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25001,132133587,18_25,student,female,21.037133,105.786215,21.040953,105.775243,work,moto,4_7,1.215345282,50,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,yes,car,bus,0,0,0,1,0,0,0,verybad,neutral,neutral,neutral,neutral,neutral,agree,1
25002,132133697,18_25,student,female,21.040328,105.774391,21.035789,105.788722,work,moto,4_7,1.570618843,15,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25003,132134232,18_25,student,female,21.040167,105.77443,21.037187,105.817815,work,moto,4_7,4.514786621,35,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25004,132134422,18_25,student,female,21.039246,105.774659,21.039583,105.774143,work,moto,4_7,0.065360376,20,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25005,132134552,18_25,student,female,21.018737,105.851682,21.010967,105.851648,work,ebike,11_13,0.863993144,25,other,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,600,yes,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25006,132134643,26_35,private,female,21.006018,105.773996,21.012928,105.784098,work,moto,4_7,1.299989744,20,other,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,25,no,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25007,132134796,18_25,student,female,21.058366,105.894336,21.054619,105.87672,work,car,4_7,1.874897172,20,convinient,3,2,2,2,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,200,donotcare,bike,walk,0,0,0,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25008,132135045,18_25,student,female,21.013408,105.851477,21.018689,105.85152,work,moto,4_7,0.587238291,25,timesaving,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,unsafe,cost,cost,cost,200,no,moto,bike taxi,0,0,1,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25009,132135354,26_35,private,female,21.013889,105.851917,21.020059,105.85231,work,car,4_7,0.687285424,20,convinient,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,900,donotcare,car,ebike bike lighttrain,0,1,1,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25010,132135450,18_25,student,female,21.038062,105.765773,21.042913,105.786847,work,moto,8_10,2.252624756,35,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,280,yes,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25011,132135535,18_25,student,female,21.01661,105.798599,21.005955,105.80032,shopping,moto,4_7,1.198176071,35,other,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,140,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25012,132135727,18_25,student,female,21.010598,105.853839,21.011249,105.860307,visit,moto,4_7,0.675282235,25,convinient,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,800,no,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25013,132135926,18_25,student,female,20.965439,105.777147,20.967083,105.777405,work,moto,4_7,0.184757196,35,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25014,132136183,18_25,student,female,21.039878,105.774058,21.041425,105.774229,work,moto,8_10,0.172931827,20,convinient,0,4,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25015,132136355,18_25,student,female,21.026536,105.765046,21.026255,105.762002,work,moto,4_7,0.317481729,50,timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25016,132136526,18_25,student,female,21.018537,105.851768,21.011279,105.851639,work,car,4_7,0.807165116,15,timesaving,0,3,3,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,600,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25017,132136688,18_25,student,female,21.00838,105.775223,20.994603,105.773607,work,moto,4_7,1.541092524,27,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,50,yes,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25018,132136896,18_25,student,female,21.019347,105.827124,21.006983,105.800446,work,moto,11_13,3.091685347,35,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,yes,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25019,132137141,18_25,student,female,21.035882,105.772633,21.03537,105.764526,work,ebike,4_7,0.843307088,20,other,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,50,yes,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25020,132138340,18_25,student,female,21.011558,105.854052,21.01232,105.856887,work,moto,4_7,0.306231928,25,other,3,2,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25021,132138499,18_25,student,female,21.041362,105.774381,21.037956,105.777976,work,moto,4_7,0.531636665,18,convinient,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,350,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
25022,132138697,18_25,student,female,21.010099,105.78388,21.012071,105.791138,work,moto,4_7,0.784655746,25,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,no,car,car,1,0,0,0,0,0,0,good,good,neutral,neutral,neutral,neutral,agree,1
25023,132139135,18_25,student,female,21.005508,105.778692,21.008161,105.777189,shopping,taxi,8_10,0.333717203,30,other,0,1,2,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25024,132139137,18_25,student,female,21.047815,105.766979,21.049001,105.783033,work,moto,4_7,1.67122912,35,timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,100,yes,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25025,132139349,18_25,student,female,21.006958,105.777904,21.015769,105.782149,shopping,moto,4_7,1.07426833,20,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25026,132139523,18_25,student,female,21.037363,105.786225,21.041273,105.776274,work,moto,4_7,1.120523299,35,timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25027,132139749,18_25,student,female,21.010593,105.78353,21.009382,105.767816,work,moto,8_10,1.636703171,25,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,cost,cost,500,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25028,132140232,18_25,student,female,21.040211,105.777857,21.039992,105.775758,education,moto,4_7,0.219194587,15,other,0,2,0,0,,,,,,,,,,,,private_house,long_stay,parent_house,cost,cost,cost,cost,100,donotcare,car,bike,0,0,1,0,0,0,0,good,neutral,neutral,neutral,neutral,neutral,agree,1
25029,132140487,18_25,student,male,21.042495,105.76363,21.037466,105.770837,work,moto,4_7,0.933885159,25,other,2,2,2,2,,,,,,,,,,,,private_house,short_stay,owner,cost,cost,cost,cost,250,yes,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25030,132140689,56_75,state,female,21.031843,105.77873,21.030794,105.774506,work,bike,4_7,0.453651751,25,other,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,358,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25031,132141174,26_35,state,female,21.044308,105.77617,21.045543,105.766886,work,moto,4_7,0.973215103,15,convinient,0,2,0,0,,,,,,,bad,bad,neutral,neutral,good,private_house,permanent,parent_house,cost,cost,cost,cost,100,yes,car,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25032,132270723,36_55,student,female,21.040447,105.775191,21.035097,105.746005,work,moto,4_7,3.086884038,35,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,walk,0,0,0,0,0,0,1,neutral,neutral,good,good,good,good,agree,1
25033,132271046,18_25,student,male,21.005416,105.835466,21.005725,105.829269,work,moto,4_7,0.644200845,25,timesaving,0,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,350,yes,car,ebike taxi,0,1,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25034,132271068,36_55,state,female,21.02795,105.797646,21.019735,105.800047,shopping,bike,4_7,0.94685133,23,convinient,0,2,0,0,1_5,6_10,,,,,neutral,bad,good,good,bad,private_new,long_stay,rent,jam,jam,jam,jam,26,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,good,good,good,good,disagree,1
25035,132271322,18_25,student,female,21.008673,105.777661,21.038822,105.774229,work,moto,4_7,3.371293273,25,convinient,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25036,132271413,56_75,fdi,female,21.02122,105.799404,21.020376,105.800004,leisure,taxi,8_10,0.112632163,32,timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,parent_house,jam,jam,jam,jam,52,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25037,132271748,18_25,student,female,21.037828,105.785172,21.036226,105.783884,work,moto,4_7,0.222711767,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,ebike bus lighttrain,0,1,0,1,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25038,132271786,56_75,fdi,female,21.023808,105.79315,21.021846,105.796027,work,ebike,4_7,0.36981949,25,timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,parent_house,jam,jam,jam,jam,256,no,ebike,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
25039,132271968,18_25,student,female,21.036041,105.792384,21.038821,105.79386,work,moto,4_7,0.344995837,20,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,250,yes,car,bus lighttrain taxi walk,0,0,0,1,1,1,1,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25040,132272163,36_55,fdi,female,21.023391,105.797531,21.022647,105.796543,shopping,moto,4_7,0.131758155,15,timesaving,0,2,0,0,,,,,,,,,,,,private_new,short_stay,rent,jam,jam,jam,jam,267,no,ebike,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25041,132272293,18_25,student,female,21.022197,105.821513,21.036595,105.790322,work,walk,4_7,3.611534479,35,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,walk,0,0,0,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25042,132272495,36_55,fdi,male,21.023712,105.796843,21.019042,105.797359,leisure,bike,4_7,0.522035775,15,convinient,0,2,0,0,,,,,,,,,,,,old_building,permanent,rent,jam,jam,jam,jam,627,no,ebike,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25043,132272649,18_25,student,female,20.997224,105.81503,21.018193,105.827724,work,moto,4_7,2.678227139,30,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25044,132272774,56_75,fdi,male,21.023303,105.795598,21.023649,105.796371,education,ebike,4_7,0.088979838,36,timesaving,0,2,0,0,16_20,,,,,,,,,,,high_rise,long_stay,parent_house,jam,jam,jam,jam,2,no,moto,ebike lighttrain,0,1,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25045,132273131,18_25,student,female,21.036402,105.791138,21.01921,105.826669,work,moto,4_7,4.153807522,30,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,bike bus lighttrain taxi walk,0,0,1,1,1,1,1,neutral,good,neutral,good,neutral,good,neutral,1
25046,132273212,36_55,fdi,male,21.022822,105.795254,21.025002,105.792806,education,bike,8_10,0.351168868,26,timesaving,0,3,0,0,,,,,,,,,,,,private_new,long_stay,owner,jam,jam,jam,jam,62,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
