rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
77,79376418,18_25,student,female,21.035628,105.774815,21.038296,105.782367,education,walk,11_13,0.838043175,15,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
78,79377477,18_25,student,female,21.012931,105.8067,21.029115,105.811678,visit,moto,11_13,1.872288293,10,cost convinient,0,more_5,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,700,yes,no,ebike bike,0,1,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
79,79377988,18_25,student,female,20.983507,105.790393,21.074925,105.772153,education,moto,11_13,10.34001273,45,cost convinient,0,4,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,no,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
80,79378798,18_25,student,male,21.000268,105.836012,21.003068,105.834424,work,moto,11_13,0.352294324,3,cost convinient,1,1,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,1000,yes,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,agree,1
81,79379150,18_25,student,female,20.998211,105.809373,20.981807,105.790535,education,moto,17_20,2.674300498,20,convinient,0,4,0,0,,,,more_20,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,500,yes,car,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree,1
82,79379330,18_25,student,male,20.987126,105.791817,20.985752,105.782632,work,moto,8_10,0.965739309,5,convinient,0,3,0,0,1_5,6_10,,,,,good,good,good,good,neutral,private_house,long_stay,rent,cost,cost,slow,slow,400,no,car,lighttrain,0,0,0,0,1,0,0,verybad,verybad,neutral,good,bad,bad,neutral,1
83,79379493,18_25,student,male,21.028422,105.799361,21.075622,105.772711,education,moto,11_13,5.932462758,10,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral,1
84,79380073,18_25,student,male,20.99921,105.810864,21.004926,105.831936,visit,bus,11_13,2.277913863,30,cost convinient,0,1,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree,1
85,79380287,18_25,private,male,21.036508,105.789117,21.029403,105.850657,work,moto,17_20,6.435705759,20,other,0,3,0,0,,more_20,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,300,donotcare,car,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,neutral,1
86,79380611,18_25,student,female,21.03604,105.786408,21.03904,105.784426,education,moto,8_10,0.391907057,5,cost convinient,0,2,1,0,,6_10,,,,,good,good,neutral,good,good,old_building,long_stay,rent,cost,jam,slow,slow,700,no,no,lighttrain,0,0,0,0,1,0,0,bad,bad,good,good,bad,bad,neutral,1
87,79380702,18_25,student,female,21.027798,105.802409,21.023154,105.808503,shopping,moto,11_13,0.816531933,15,cost convinient,0,3,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,cost,cost,100,no,no,ebike bike,0,1,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
88,79381218,18_25,student,female,21.052631,105.807945,21.00233,105.81584,shopping,bus,11_13,5.652930363,60,cost convinient,0,2,0,1,,,,,,,,,,,,private_house,long_stay,parent_house,cost,cost,cost,cost,300,no,no,car,1,0,0,0,0,0,0,good,good,good,good,good,good,disagree,1
89,79381768,18_25,student,female,21.03508,105.763956,21.03872,105.782323,education,moto,11_13,1.948695934,15,convinient timesaving,0,4,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,cost,cost,cost,300,no,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
90,79381992,18_25,student,female,20.960838,105.800276,20.981821,105.790578,education,moto,17_20,2.541216059,5,other,0,1,1,0,,,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,parking,jam,unsafe,slow,300,no,no,ebike bike,0,1,1,0,0,0,0,neutral,bad,bad,neutral,neutral,neutral,disagree,1
91,79382065,18_25,student,male,20.985457,105.798629,21.046976,105.802331,education,moto,4_7,6.851395582,40,cost convinient timesaving,0,2,0,0,1_5,6_10,,,,,neutral,good,neutral,neutral,neutral,private_house,long_stay,rent,cost,cost,unsafe,unsafe,450,no,moto,bus,0,0,0,1,0,0,0,verybad,verybad,bad,bad,verybad,verybad,neutral,1
92,79382449,18_25,student,male,20.980041,105.892489,20.962581,105.821978,work,moto,11_13,7.574174961,30,cost convinient,0,1,0,0,,,,,11_15,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,100,no,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
93,79383012,18_25,student,male,21.000246,105.81009,20.996123,105.807961,education,ebike,4_7,0.50894995,10,convinient,0,1,3,0,,1_5,6_10,,,,good,good,good,neutral,neutral,high_rise,long_stay,rent,cost,cost,slow,slow,210,no,moto,ebike bike bus,0,1,1,1,0,0,0,verybad,verybad,bad,bad,verybad,verybad,disagree,1
94,79383069,18_25,student,female,20.993723,105.805554,20.981139,105.787527,education,moto,17_20,2.336796229,10,timesaving,0,2,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,10,no,no,ebike,0,1,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree,1
95,79383196,18_25,student,female,20.984393,105.794855,21.024484,105.856525,shopping,taxi,1_3,7.800988523,30,convinient timesaving,0,0,0,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,no,ebike bike,0,1,1,0,0,0,0,good,good,good,good,good,good,disagree,1
96,79383596,18_25,student,male,20.9909,105.887682,21.003837,105.859528,visit,moto,1_3,3.257542435,15,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,1000,yes,no,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral,1
97,79384113,18_25,student,female,21.006543,105.806914,20.991582,105.796947,visit,bus,1_3,1.95910357,30,cost,0,0,0,0,,,,,,1_5,bad,neutral,,bad,bad,private_house,long_stay,rent,cost,cost,cost,slow,590,yes,moto,bus walk,0,0,0,1,0,0,1,bad,bad,neutral,neutral,bad,bad,agree,1
98,79384192,18_25,student,female,21.013849,105.79813,21.028561,105.812807,education,moto,17_20,2.235377664,17,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500,yes,car,car,1,0,0,0,0,0,0,neutral,bad,bad,bad,bad,bad,neutral,1
99,79384193,18_25,student,female,20.988632,105.793353,20.984917,105.792066,education,walk,11_13,0.434161359,10,cost convinient,0,0,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,no,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
100,79384959,18_25,student,female,21.000783,105.810813,21.00078,105.814779,work,walk,4_7,0.411706734,20,convinient,0,0,2,0,,,1_5,,,1_5,good,good,neutral,neutral,good,private_house,long_stay,rent,cost,cost,slow,slow,500,yes,moto,walk,0,0,0,0,0,0,1,bad,bad,neutral,bad,bad,bad,disagree,1
101,79385368,18_25,student,female,20.999733,105.814352,21.021431,105.809932,education,moto,17_20,2.45594759,7,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,100,donotcare,car,car,1,0,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree,1
102,79386486,18_25,student,female,20.993256,105.804562,20.983177,105.800653,work,walk,4_7,1.191948285,20,convinient,0,1,0,0,,,,,,,good,neutral,neutral,neutral,neutral,private_house,long_stay,rent,cost,cost,unsafe,unsafe,500,yes,moto,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,bad,bad,neutral,1
103,79386830,18_25,student,male,20.98004,105.744214,21.028921,105.812492,work,moto,17_20,8.931866083,30,other,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,30,yes,car,car,1,0,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,neutral,1
104,79909683,18_25,student,female,20.979753,105.774179,21.053344,105.787654,education,bus,14_16,8.30163327,30,convinient,0,1,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,1000,no,car,car,1,0,0,0,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,disagree,1
105,79910580,18_25,student,female,20.98957,105.784349,20.984762,105.79231,education,walk,17_20,0.984340209,10,other,0,0,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,1000,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,bad,neutral,neutral,neutral,neutral,neutral,1
106,79910966,18_25,private,male,20.990595,105.797275,21.018336,105.811729,work,moto,17_20,3.430219189,15,other,0,more_5,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500,yes,car,car,1,0,0,0,0,0,0,bad,bad,bad,good,neutral,neutral,disagree,1
107,79911167,18_25,student,female,21.011085,105.825548,21.00796,105.824304,education,walk,17_20,0.370702564,10,cost convinient timesaving,0,0,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,500,no,no,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,neutral,neutral,neutral,1
108,79911597,18_25,student,female,21.022662,105.801215,21.022422,105.805421,education,walk,17_20,0.437372002,15,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,300,yes,no,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,neutral,neutral,neutral,1
109,79911844,18_25,student,female,20.998184,105.811687,20.99594,105.808253,education,walk,14_16,0.435138594,10,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,100,yes,no,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,neutral,neutral,disagree,1
110,80493284,18_25,student,female,20.976435,105.818548,20.976435,105.818548,education,moto,8_10,0.0,15,convinient,0,2,0,0,,,,,,,very_good,very_good,very_good,very_good,very_good,resettlement,short_stay,rent,cost,cost,slow,slow,500,yes,car,bus,0,0,0,1,0,0,0,verygood,verygood,neutral,neutral,neutral,neutral,disagree,1
111,80493824,18_25,student,male,21.016273,105.805568,20.999687,105.845332,education,moto,4_7,4.520948746,20,cost convinient timesaving,0,2,1,0,,1_5,1_5,,,,good,good,good,good,good,high_rise,long_stay,rent,cost,unsafe,slow,slow,500,yes,car,car lighttrain,1,0,0,0,1,0,0,verybad,verybad,verybad,verybad,verybad,verybad,strongagree,1
112,80552383,18_25,student,female,20.993136,105.786629,21.021698,105.809674,education,moto,8_10,3.976075532,20,other,0,4,0,0,,more_20,,,,,good,good,good,good,good,high_rise,long_stay,rent,cost,jam,unsafe,slow,300,yes,car,car,1,0,0,0,0,0,0,good,neutral,neutral,neutral,neutral,neutral,disagree,1
113,80553415,18_25,student,male,20.982115,105.881113,20.995681,105.865524,education,walk,17_20,2.212404474,10,other,0,0,0,0,,,,,,,good,good,good,good,good,private_house,long_stay,rent,cost,jam,unsafe,slow,500,yes,no,ebike bike,0,1,1,0,0,0,0,bad,bad,bad,bad,bad,bad,disagree,1
114,80554225,18_25,student,male,20.981571,105.88011,20.9957,105.865514,education,moto,17_20,2.182767195,5,timesaving,0,1,0,0,,,,,,,neutral,neutral,neutral,neutral,neutral,high_rise,long_stay,rent,parking,jam,unsafe,slow,100,yes,no,ebike bike,0,1,1,0,0,0,0,neutral,bad,bad,neutral,neutral,neutral,agree,1
115,80554779,18_25,student,male,20.988052,105.879413,21.027972,105.803061,education,moto,17_20,9.084036347,40,timesaving,0,3,0,0,,,,,,,neutral,neutral,neutral,neutral,neutral,private_house,long_stay,rent,cost,jam,unsafe,slow,400,yes,no,bus,0,0,0,1,0,0,0,bad,bad,good,good,good,good,disagree,1
116,80555916,18_25,student,female,20.983464,105.800534,20.976438,105.81521,education,moto,17_20,1.712327622,15,timesaving other,0,1,1,0,,,,,,,neutral,neutral,neutral,neutral,neutral,high_rise,long_stay,rent,cost,jam,unsafe,slow,500,no,no,ebike bike,0,1,1,0,0,0,0,neutral,bad,good,good,neutral,neutral,disagree,1
117,80617227,18_25,student,male,20.975876,105.782837,20.99574,105.808125,education,moto,14_16,3.430941269,20,timesaving other,0,1,0,0,,,,,,,neutral,bad,good,neutral,neutral,private_house,long_stay,rent,cost,jam,unsafe,slow,130,no,no,bus,0,0,0,1,0,0,0,bad,bad,neutral,neutral,neutral,neutral,disagree,1
118,80617472,18_25,private,female,21.000833,105.817121,21.047286,105.804343,work,moto,17_20,5.332895809,20,convinient timesaving other,0,3,0,0,,,,,,,good,good,good,good,good,private_house,long_stay,parent_house,cost,jam,unsafe,slow,300,no,car,bus,0,0,0,1,0,0,0,bad,verybad,bad,bad,bad,bad,disagree,1
119,80617570,26_35,private,male,21.034118,105.776625,20.960698,105.762881,work,moto,17_20,8.287683498,20,timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,1600,donotcare,car,bus,0,0,0,1,0,0,0,neutral,bad,neutral,neutral,neutral,neutral,neutral,1
120,80617712,18_25,private,male,20.98991,105.796602,21.032957,105.782247,work,moto,17_20,5.013182935,25,other,0,1,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,800,yes,no,car,1,0,0,0,0,0,0,verybad,verybad,neutral,neutral,neutral,neutral,disagree,1
121,80617828,18_25,private,male,21.01461,105.81763,20.986384,105.782772,work,moto,17_20,4.790083547,15,convinient,0,3,0,2,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,50,no,car,bus,0,0,0,1,0,0,0,bad,neutral,neutral,neutral,neutral,neutral,neutral,1
122,80656114,18_25,private,male,21.020178,105.801333,20.998049,105.842355,work,moto,17_20,4.918041837,20,convinient timesaving,1,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,2,no,car,car,1,0,0,0,0,0,0,bad,bad,good,good,bad,bad,neutral,1
123,80800589,18_25,student,male,20.957833,105.848508,21.002822,105.847703,education,bus,17_20,5.003254525,20,cost,0,0,0,0,1_5,1_5,1_5,1_5,1_5,more_20,,,,,,social_house,long_stay,rent,cost,jam,jam,slow,6,yes,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,good,good,good,agree,1
124,81341883,18_25,student,female,20.988558,105.79311,21.018997,105.771802,work,moto,17_20,4.043334993,25,other,0,2,0,0,,,,,,,bad,good,neutral,neutral,neutral,private_house,long_stay,rent,cost,jam,unsafe,slow,1000,yes,no,bus,0,0,0,1,0,0,0,neutral,bad,bad,neutral,neutral,neutral,neutral,1
125,81342148,18_25,student,male,21.050851,105.754437,20.99588,105.808082,education,bus,4_7,8.268328817,45,cost,0,0,0,0,,,,,,11_15,neutral,neutral,neutral,neutral,good,private_house,long_stay,rent,cost,cost,slow,slow,800,yes,moto,bus,0,0,0,1,0,0,0,verybad,verybad,neutral,neutral,bad,bad,disagree,1
126,81342166,18_25,student,male,21.033838,105.766572,21.039256,105.781844,education,moto,17_20,1.695626532,15,other,0,3,2,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,50,donotcare,no,lighttrain,0,0,0,0,1,0,0,bad,bad,neutral,neutral,neutral,neutral,neutral,1
127,81342716,18_25,private,male,21.064588,105.798136,20.955418,105.744508,work,moto,4_7,13.35469424,30,convinient,0,2,0,0,,6_10,,,,,,,,,,private_house,long_stay,parent_house,cost,jam,slow,slow,300,yes,no,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,verygood,neutral,neutral,neutral,1
128,81343123,18_25,student,female,21.074749,105.772113,21.07541,105.772848,education,walk,17_20,0.105915411,1,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,700,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,bad,bad,bad,bad,neutral,agree,1
129,81343739,18_25,student,male,20.983544,105.790004,20.99586,105.807824,caring,walk,17_20,2.301743828,30,other,0,3,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,200,donotcare,no,bus,0,0,0,1,0,0,0,neutral,bad,bad,bad,bad,bad,agree,1
130,81343905,18_25,student,male,20.979372,105.82719,20.999126,105.813929,work,moto,4_7,2.592330076,30,convinient,0,1,0,0,,6_10,,,,,,,,,,private_house,long_stay,rent,cost,jam,slow,slow,200,yes,car,ebike bike,0,1,1,0,0,0,0,neutral,neutral,verygood,verygood,neutral,neutral,agree,1
131,81344352,18_25,student,female,21.020829,105.80232,21.022442,105.805281,education,walk,4_7,0.355843126,15,convinient,0,1,1,0,,1_5,,1_5,,,,,,,,private_house,long_stay,rent,cost,cost,slow,slow,200,no,moto,bus,0,0,0,1,0,0,0,good,neutral,good,good,neutral,neutral,disagree,1
132,81344356,18_25,student,male,20.998635,105.797321,20.996026,105.801935,work,moto,4_7,0.559991228,10,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500,yes,no,car walk,1,0,0,0,0,0,1,good,neutral,neutral,neutral,neutral,neutral,disagree,1
133,81344768,18_25,student,female,20.988663,105.793088,20.980885,105.79658,education,bike,4_7,0.937787217,20,cost convinient timesaving,0,1,0,0,,1_5,,,1_5,,,,,,,private_house,long_stay,rent,cost,cost,slow,slow,500,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,good,good,bad,bad,agree,1
134,81344806,18_25,student,female,20.99568,105.805491,21.009482,105.824668,education,bus,17_20,2.513627323,20,other,0,0,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,200,no,no,bus,0,0,0,1,0,0,0,bad,verybad,neutral,neutral,neutral,neutral,agree,1
135,81345160,18_25,student,female,20.952862,105.851604,21.023983,105.822964,education,moto,4_7,8.448789581,35,cost convinient,0,1,0,0,,1_5,,,,,,,,,,high_rise,long_stay,parent_house,cost,cost,slow,slow,150,no,no,bus,0,0,0,1,0,0,0,bad,bad,good,good,bad,bad,disagree,1
136,81433669,18_25,student,female,21.009232,105.816081,20.994067,105.806494,work,moto,17_20,1.958051236,10,other,0,more_5,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,1000,no,no,car,1,0,0,0,0,0,0,neutral,bad,bad,bad,bad,bad,disagree,1
137,81440608,18_25,student,male,20.989144,105.793008,20.995284,105.807099,education,moto,17_20,1.61433624,5,convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,1000,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,bad,bad,neutral,neutral,neutral,neutral,1
138,81441599,18_25,student,male,21.023672,105.805336,21.02262,105.805512,education,walk,4_7,0.11839503,30,cost,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,20,yes,moto,bus,0,0,0,1,0,0,0,bad,bad,bad,good,good,verygood,agree,1
139,81528684,26_35,fdi,female,21.035979,105.791174,20.995364,105.807185,work,moto,4_7,4.812270027,15,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,300,donotcare,moto,ebike bike,0,1,1,0,0,0,0,neutral,bad,bad,neutral,neutral,neutral,disagree,1
140,81529275,18_25,student,female,21.005982,105.825366,21.006635,105.825425,education,walk,17_20,0.072868237,3,convinient timesaving,0,1,0,0,,,,,,,,,,,,social_house,long_stay,rent,parking,jam,jam,unsafe,200,no,moto,car,1,0,0,0,0,0,0,neutral,bad,bad,bad,bad,bad,disagree,1
141,81530800,18_25,student,female,21.000448,105.827099,21.006715,105.825554,education,ebike,17_20,0.715077482,5,cost other,0,0,4,0,,,,,,,,,,,,private_house,long_stay,rent,parking,cost,unsafe,slow,100,no,moto,ebike bike,0,1,1,0,0,0,0,neutral,bad,bad,bad,neutral,neutral,disagree,1
142,81531443,18_25,student,female,21.006643,105.824889,21.006435,105.825554,education,walk,17_20,0.072801916,5,cost convinient timesaving,0,1,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,300,no,moto,ebike bike,0,1,1,0,0,0,0,bad,bad,bad,neutral,neutral,neutral,disagree,1
143,81533660,18_25,student,female,21.006264,105.824866,21.006769,105.825468,education,walk,17_20,0.084013675,5,cost convinient timesaving,0,1,0,0,,,,,,,,,,,,social_house,long_stay,rent,cost,jam,unsafe,slow,500,no,moto,bus,0,0,0,1,0,0,0,bad,bad,bad,neutral,neutral,neutral,neutral,1
144,81534183,18_25,student,female,21.000443,105.827137,21.006795,105.825339,education,ebike,17_20,0.730555962,5,convinient,0,1,3,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,100,yes,moto,ebike bike,0,1,1,0,0,0,0,bad,bad,bad,bad,bad,bad,disagree,1
145,81534667,18_25,student,female,21.006825,105.82521,21.006608,105.825511,work,walk,17_20,0.039477741,5,convinient,0,2,0,0,,,,,,,,,,,,social_house,short_stay,rent,cost,jam,jam,unsafe,900,donotcare,moto,bus,0,0,0,1,0,0,0,bad,bad,bad,neutral,neutral,neutral,neutral,1
146,81535494,18_25,student,female,20.952282,105.852478,21.023483,105.822566,education,moto,more_20,8.50444738,30,convinient,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,parking,jam,unsafe,slow,1000,yes,no,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,good,verybad,neutral,neutral,1
147,81536329,18_25,student,male,21.03142,105.783143,21.00004,105.842484,visit,moto,1_3,7.079183889,25,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,parent_house,cost,jam,unsafe,slow,500,no,no,bike bus,0,0,1,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
148,81763698,18_25,student,female,21.039125,105.773782,21.036483,105.774968,education,walk,17_20,0.31852094,15,other,0,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
149,81764513,less_18,student,female,20.978584,105.746493,20.989793,105.751064,shopping,moto,4_7,1.333674839,10,timesaving,0,3,0,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,jam,unsafe,slow,1500,no,no,bus lighttrain,0,0,0,1,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
150,81765385,18_25,student,female,20.965297,105.790396,21.037843,105.784792,education,moto,17_20,8.087709092,40,timesaving,0,3,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,10,yes,no,lighttrain,0,0,0,0,1,0,0,bad,bad,bad,bad,bad,bad,neutral,1
151,81765982,18_25,student,female,21.022953,105.801275,21.02222,105.805255,education,walk,17_20,0.421063482,20,cost other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,200,no,no,ebike bike bus walk,0,1,1,1,0,0,1,bad,bad,bad,bad,bad,bad,strongdisagree,1
152,84299671,18_25,student,female,21.079074,105.774639,21.027559,105.768789,visit,moto,1_3,5.760293992,20,cost convinient,0,2,0,0,,1_5,,,,,neutral,neutral,neutral,neutral,neutral,private_house,permanent,rent,cost,unsafe,unsafe,unsafe,500,donotcare,moto,ebike bike,0,1,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
153,82817920,18_25,student,male,20.965145,105.764464,20.980927,105.787054,education,walk,4_7,2.929315846,15,cost convinient,0,2,0,0,,1_5,,,,,good,good,neutral,neutral,neutral,high_rise,long_stay,parent_house,cost,cost,unsafe,unsafe,450,yes,moto,bus,0,0,0,1,0,0,0,verybad,verybad,neutral,neutral,verybad,verybad,neutral,1
154,82819211,18_25,private,male,21.020254,105.801371,21.017144,105.851351,shopping,car,4_7,5.199265356,50,convinient,1,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,parking,jam,unsafe,slow,350,donotcare,no,car,1,0,0,0,0,0,0,bad,bad,neutral,neutral,bad,bad,agree,1
155,82819493,18_25,student,male,20.963029,105.791866,21.006594,105.825347,education,moto,4_7,5.962298409,30,convinient timesaving,0,2,0,0,1_5,more_20,,,,,good,good,good,good,neutral,high_rise,long_stay,parent_house,jam,unsafe,slow,slow,1000,yes,no,bus,0,0,0,1,0,0,0,bad,bad,bad,neutral,bad,bad,disagree,1
156,82820234,18_25,student,male,20.982296,105.787489,20.98118,105.787017,education,walk,4_7,0.133419104,15,timesaving,0,2,0,0,1_5,1_5,,,,6_10,good,good,good,good,good,private_house,long_stay,rent,cost,cost,cost,slow,200,donotcare,moto,bus,0,0,0,1,0,0,0,verybad,verybad,bad,neutral,verybad,verybad,neutral,1
